Date,Open,High,Low,Close,Adj Close,Volume
2010-07-21,5368.85009765625,5409.10009765625,5368.85009765625,5399.35009765625,5399.35009765625,0
2010-07-22,5399.14990234375,5447.14990234375,5372.2001953125,5441.9501953125,5441.9501953125,0
2010-07-23,5441.89990234375,5477.5,5435.14990234375,5449.10009765625,5449.10009765625,0
2010-07-26,5446.5498046875,5466.25,5409.2001953125,5418.60009765625,5418.60009765625,0
2010-07-27,5420.2001953125,5450.9501953125,5407.2001953125,5430.60009765625,5430.60009765625,0
2010-07-28,5436.10009765625,5447.85009765625,5386.25,5397.5498046875,5397.5498046875,0
2010-07-29,5397.85009765625,5415.85009765625,5381.5498046875,5408.89990234375,5408.89990234375,0
2010-07-30,5408.39990234375,5413.25,5349.2001953125,5367.60009765625,5367.60009765625,0
2010-08-02,5369.5498046875,5438.85009765625,5351.2998046875,5431.64990234375,5431.64990234375,0
2010-08-03,5432.5,5459.2001953125,5426.39990234375,5439.5498046875,5439.5498046875,0
2010-08-04,5441.35009765625,5481.89990234375,5428.39990234375,5467.85009765625,5467.85009765625,0
2010-08-05,5470.14990234375,5487.14990234375,5443.10009765625,5447.10009765625,5447.10009765625,0
2010-08-06,5448.25,5471.89990234375,5431.35009765625,5439.25,5439.25,0
2010-08-09,5439.7998046875,5492.2998046875,5433.25,5486.14990234375,5486.14990234375,0
2010-08-10,5486.7998046875,5491.4501953125,5445.35009765625,5460.7001953125,5460.7001953125,0
2010-08-11,5460.7001953125,5474.60009765625,5412.0,5420.60009765625,5420.60009765625,0
2010-08-12,5418.7001953125,5431.10009765625,5372.4501953125,5416.4501953125,5416.4501953125,0
2010-08-13,5420.64990234375,5476.5,5415.5,5452.10009765625,5452.10009765625,0
2010-08-16,5452.10009765625,5465.25,5397.39990234375,5418.2998046875,5418.2998046875,0
2010-08-17,5422.14990234375,5443.5498046875,5408.7998046875,5414.14990234375,5414.14990234375,0
2010-08-18,5416.25,5487.9501953125,5416.25,5479.14990234375,5479.14990234375,0
2010-08-19,5478.25,5544.7001953125,5478.10009765625,5540.2001953125,5540.2001953125,0
2010-08-20,5540.7998046875,5546.60009765625,5513.35009765625,5530.64990234375,5530.64990234375,0
2010-08-23,5531.14990234375,5549.7998046875,5519.39990234375,5543.5,5543.5,0
2010-08-24,5541.10009765625,5547.25,5488.4501953125,5505.10009765625,5505.10009765625,0
2010-08-25,5505.2998046875,5506.14990234375,5452.5498046875,5462.35009765625,5462.35009765625,0
2010-08-26,5462.10009765625,5486.5498046875,5454.7001953125,5477.89990234375,5477.89990234375,0
2010-08-27,5489.60009765625,5495.2001953125,5391.9501953125,5408.7001953125,5408.7001953125,0
2010-08-30,5408.89990234375,5469.0,5390.35009765625,5415.4501953125,5415.4501953125,0
2010-08-31,5413.5498046875,5413.89990234375,5348.89990234375,5402.39990234375,5402.39990234375,0
2010-09-01,5403.0498046875,5478.60009765625,5403.0498046875,5471.85009765625,5471.85009765625,0
2010-09-02,5471.89990234375,5513.9501953125,5471.85009765625,5486.14990234375,5486.14990234375,0
2010-09-03,5486.2998046875,5510.39990234375,5473.64990234375,5479.39990234375,5479.39990234375,0
2010-09-06,5479.5498046875,5589.39990234375,5479.5498046875,5576.9501953125,5576.9501953125,0
2010-09-07,5575.89990234375,5625.5,5571.64990234375,5604.0,5604.0,0
2010-09-08,5604.25,5625.2998046875,5567.75,5607.85009765625,5607.85009765625,0
2010-09-09,5608.2998046875,5647.4501953125,5608.10009765625,5640.0498046875,5640.0498046875,0
2010-09-13,5639.2001953125,5770.60009765625,5639.2001953125,5760.0,5760.0,0
2010-09-14,5760.2998046875,5838.4501953125,5760.2998046875,5795.5498046875,5795.5498046875,0
2010-09-15,5795.25,5869.4501953125,5792.2001953125,5860.9501953125,5860.9501953125,0
2010-09-16,5861.10009765625,5901.64990234375,5815.7998046875,5828.7001953125,5828.7001953125,0
2010-09-17,5828.7001953125,5898.39990234375,5828.7001953125,5884.9501953125,5884.9501953125,0
2010-09-20,5885.0498046875,5989.5,5885.0498046875,5980.4501953125,5980.4501953125,0
2010-09-21,5980.5,6032.7998046875,5961.85009765625,6009.0498046875,6009.0498046875,0
2010-09-22,6008.39990234375,6037.39990234375,5946.4501953125,5991.0,5991.0,0
2010-09-23,5991.0498046875,6006.7998046875,5932.39990234375,5959.5498046875,5959.5498046875,0
2010-09-24,5959.4501953125,6029.10009765625,5951.2001953125,6018.2998046875,6018.2998046875,0
2010-09-27,6018.2998046875,6073.5,6018.2998046875,6035.64990234375,6035.64990234375,0
2010-09-28,6036.0498046875,6049.7998046875,5991.2998046875,6029.5,6029.5,0
2010-09-29,6029.14990234375,6071.5498046875,5979.64990234375,5991.2998046875,5991.2998046875,0
2010-09-30,5991.35009765625,6048.4501953125,5963.60009765625,6029.9501953125,6029.9501953125,0
2010-10-01,6030.2998046875,6153.10009765625,6030.2998046875,6143.39990234375,6143.39990234375,0
2010-10-04,6144.7001953125,6222.10009765625,6144.7001953125,6159.4501953125,6159.4501953125,0
2010-10-05,6159.4501953125,6188.35009765625,6118.0498046875,6145.7998046875,6145.7998046875,0
2010-10-06,6150.9501953125,6223.39990234375,6148.60009765625,6186.4501953125,6186.4501953125,0
2010-10-07,6186.85009765625,6199.4501953125,6107.5,6120.2998046875,6120.2998046875,0
2010-10-08,6121.39990234375,6148.60009765625,6067.0,6103.4501953125,6103.4501953125,0
2010-10-11,6105.9501953125,6187.75,6105.9501953125,6135.85009765625,6135.85009765625,0
2010-10-12,6135.9501953125,6144.9501953125,6057.9501953125,6090.89990234375,6090.89990234375,0
2010-10-13,6091.4501953125,6240.25,6089.75,6233.89990234375,6233.89990234375,0
2010-10-14,6234.2998046875,6284.10009765625,6157.89990234375,6177.35009765625,6177.35009765625,0
2010-10-15,6175.89990234375,6200.60009765625,6050.35009765625,6062.64990234375,6062.64990234375,0
2010-10-18,6112.75,6115.10009765625,5985.10009765625,6075.9501953125,6075.9501953125,0
2010-10-19,6114.4501953125,6127.0498046875,6008.14990234375,6027.2998046875,6027.2998046875,0
2010-10-20,6002.9501953125,6038.10009765625,5966.75,5982.10009765625,5982.10009765625,0
2010-10-21,6008.89990234375,6113.5,5984.89990234375,6101.5,6101.5,0
2010-10-22,6113.39990234375,6121.10009765625,6041.35009765625,6066.0498046875,6066.0498046875,0
2010-10-25,6101.25,6151.2998046875,6094.60009765625,6105.7998046875,6105.7998046875,0
2010-10-26,6116.2998046875,6120.25,6074.64990234375,6082.0,6082.0,0
2010-10-27,6075.4501953125,6075.9501953125,5987.5498046875,6012.64990234375,6012.64990234375,0
2010-10-28,6039.9501953125,6071.10009765625,5968.10009765625,5987.7001953125,5987.7001953125,0
2010-10-29,6021.14990234375,6032.64990234375,5937.10009765625,6017.7001953125,6017.7001953125,0
2010-11-01,6092.2998046875,6132.39990234375,6084.75,6117.5498046875,6117.5498046875,0
2010-11-02,6127.5498046875,6138.10009765625,6094.39990234375,6119.0,6119.0,0
2010-11-03,6150.60009765625,6182.5,6146.7998046875,6160.5,6160.5,0
2010-11-04,6209.60009765625,6290.14990234375,6199.35009765625,6281.7998046875,6281.7998046875,0
2010-11-08,6335.25,6335.89990234375,6265.35009765625,6273.2001953125,6273.2001953125,0
2010-11-09,6281.0,6310.89990234375,6243.5498046875,6301.5498046875,6301.5498046875,0
2010-11-10,6303.2001953125,6307.64990234375,6269.25,6275.7001953125,6275.7001953125,0
2010-11-11,6286.35009765625,6296.5498046875,6179.5,6194.25,6194.25,0
2010-11-12,6182.2998046875,6202.5,6056.75,6071.64990234375,6071.64990234375,0
2010-11-15,6079.89990234375,6128.75,6039.39990234375,6121.60009765625,6121.60009765625,0
2010-11-16,6143.4501953125,6144.0498046875,5970.60009765625,5988.7001953125,5988.7001953125,0
2010-11-18,6075.9501953125,6076.2001953125,5906.75,5998.7998046875,5998.7998046875,0
2010-11-19,6011.2998046875,6013.25,5863.9501953125,5890.2998046875,5890.2998046875,0
2010-11-22,5920.89990234375,6020.25,5905.14990234375,6010.0,6010.0,0
2010-11-23,5971.5498046875,5973.35009765625,5824.9501953125,5934.75,5934.75,0
2010-11-24,5946.7998046875,5976.64990234375,5833.60009765625,5865.75,5865.75,0
2010-11-25,5883.9501953125,5907.10009765625,5780.35009765625,5799.75,5799.75,0
2010-11-26,5828.5498046875,5838.5,5690.35009765625,5751.9501953125,5751.9501953125,0
2010-11-29,5789.9501953125,5843.14990234375,5754.7001953125,5830.0,5830.0,0
2010-11-30,5811.60009765625,5892.25,5768.35009765625,5862.7001953125,5862.7001953125,0
2010-12-01,5871.0,5971.0,5865.5498046875,5960.89990234375,5960.89990234375,0
2010-12-02,6023.0498046875,6029.5,5980.60009765625,6011.7001953125,6011.7001953125,0
2010-12-03,6013.35009765625,6025.39990234375,5964.25,5992.7998046875,5992.7998046875,0
2010-12-06,6033.64990234375,6069.4501953125,5981.7001953125,5992.25,5992.25,0
2010-12-07,5995.0498046875,6001.0,5939.7001953125,5976.5498046875,5976.5498046875,0
2010-12-08,5954.39990234375,5960.0,5878.60009765625,5903.7001953125,5903.7001953125,0
2010-12-09,5924.25,5927.2998046875,5742.2998046875,5766.5,5766.5,0
2010-12-10,5761.0,5865.5,5721.14990234375,5857.35009765625,5857.35009765625,0
2010-12-13,5882.64990234375,5913.7998046875,5795.89990234375,5907.64990234375,5907.64990234375,0
2010-12-14,5928.7001953125,5953.9501953125,5888.75,5944.10009765625,5944.10009765625,0
2010-12-15,5931.14990234375,5942.75,5865.7998046875,5892.2998046875,5892.2998046875,0
2010-12-16,5910.5498046875,5956.14990234375,5855.0498046875,5948.75,5948.75,0
2010-12-20,5926.85009765625,5985.0,5900.25,5947.0498046875,5947.0498046875,0
2010-12-21,5960.39990234375,6007.4501953125,5960.0498046875,6000.64990234375,6000.64990234375,0
2010-12-22,6019.0,6023.7998046875,5958.0,5984.39990234375,5984.39990234375,0
2010-12-23,6005.89990234375,6006.4501953125,5964.60009765625,5980.0,5980.0,0
2010-12-24,5940.25,6017.35009765625,5940.25,6011.60009765625,6011.60009765625,0
2010-12-27,6013.2998046875,6045.75,5991.10009765625,5998.10009765625,5998.10009765625,0
2010-12-28,6005.35009765625,6010.89990234375,5982.25,5996.0,5996.0,0
2010-12-29,6005.14990234375,6067.5498046875,6002.85009765625,6060.35009765625,6060.35009765625,0
2010-12-30,6062.35009765625,6106.39990234375,6062.35009765625,6101.85009765625,6101.85009765625,0
2010-12-31,6105.10009765625,6147.2998046875,6103.5498046875,6134.5,6134.5,0
2011-01-03,6177.4501953125,6178.5498046875,6147.2001953125,6157.60009765625,6157.60009765625,0
2011-01-04,6172.75,6181.0498046875,6124.39990234375,6146.35009765625,6146.35009765625,0
2011-01-05,6141.35009765625,6141.35009765625,6062.35009765625,6079.7998046875,6079.7998046875,0
2011-01-06,6107.0,6116.14990234375,6022.2998046875,6048.25,6048.25,0
2011-01-07,6030.89990234375,6051.2001953125,5883.60009765625,5904.60009765625,5904.60009765625,0
2011-01-10,5901.2998046875,5907.25,5740.9501953125,5762.85009765625,5762.85009765625,0
2011-01-11,5767.9501953125,5842.60009765625,5698.2001953125,5754.10009765625,5754.10009765625,0
2011-01-12,5800.0498046875,5874.2001953125,5711.2998046875,5863.25,5863.25,0
2011-01-13,5850.75,5857.75,5736.7001953125,5751.89990234375,5751.89990234375,0
2011-01-14,5752.10009765625,5833.64990234375,5639.64990234375,5654.5498046875,5654.5498046875,0
2011-01-17,5648.7998046875,5696.14990234375,5624.14990234375,5654.75,5654.75,0
2011-01-18,5682.5498046875,5730.5,5671.25,5724.0498046875,5724.0498046875,0
2011-01-19,5737.35009765625,5747.64990234375,5662.5498046875,5691.0498046875,5691.0498046875,0
2011-01-20,5656.0,5729.4501953125,5634.5,5711.60009765625,5711.60009765625,0
2011-01-21,5692.0498046875,5717.5498046875,5674.5,5696.5,5696.5,0
2011-01-24,5717.10009765625,5756.0,5697.75,5743.25,5743.25,0
2011-01-25,5763.2998046875,5801.5498046875,5680.64990234375,5687.39990234375,5687.39990234375,0
2011-01-27,5725.2998046875,5726.10009765625,5594.9501953125,5604.2998046875,5604.2998046875,0
2011-01-28,5614.0,5614.39990234375,5459.5498046875,5512.14990234375,5512.14990234375,0
2011-01-31,5452.5498046875,5526.85009765625,5416.64990234375,5505.89990234375,5505.89990234375,0
2011-02-01,5537.2998046875,5539.14990234375,5402.0,5417.2001953125,5417.2001953125,0
2011-02-02,5469.5498046875,5490.60009765625,5415.64990234375,5432.0,5432.0,0
2011-02-03,5430.4501953125,5532.64990234375,5418.0,5526.75,5526.75,0
2011-02-04,5519.89990234375,5556.2998046875,5369.0498046875,5395.75,5395.75,0
2011-02-07,5430.14990234375,5440.35009765625,5376.9501953125,5396.0,5396.0,0
2011-02-08,5432.35009765625,5432.35009765625,5303.39990234375,5312.5498046875,5312.5498046875,0
2011-02-09,5293.0498046875,5339.4501953125,5225.64990234375,5253.5498046875,5253.5498046875,0
2011-02-10,5246.0498046875,5272.60009765625,5196.7998046875,5225.7998046875,5225.7998046875,0
2011-02-11,5219.64990234375,5319.4501953125,5177.7001953125,5310.0,5310.0,0
2011-02-14,5340.25,5463.7998046875,5340.25,5456.0,5456.0,0
2011-02-15,5467.75,5506.5,5408.35009765625,5481.0,5481.0,0
2011-02-16,5467.60009765625,5504.7998046875,5460.35009765625,5481.7001953125,5481.7001953125,0
2011-02-17,5501.7001953125,5553.0,5463.39990234375,5546.4501953125,5546.4501953125,0
2011-02-18,5557.5498046875,5599.25,5441.9501953125,5458.9501953125,5458.9501953125,0
2011-02-21,5456.60009765625,5526.25,5413.10009765625,5518.60009765625,5518.60009765625,0
2011-02-22,5504.39990234375,5519.4501953125,5437.2998046875,5469.2001953125,5469.2001953125,0
2011-02-23,5452.4501953125,5495.2001953125,5427.5498046875,5437.35009765625,5437.35009765625,0
2011-02-24,5408.75,5423.39990234375,5242.5,5262.7001953125,5262.7001953125,0
2011-02-25,5321.0498046875,5338.2001953125,5232.75,5303.5498046875,5303.5498046875,0
2011-02-28,5330.14990234375,5477.0,5308.60009765625,5333.25,5333.25,0
2011-03-01,5382.0,5533.0498046875,5373.5498046875,5522.2998046875,5522.2998046875,0
2011-03-03,5478.4501953125,5570.75,5468.25,5536.2001953125,5536.2001953125,0
2011-03-04,5586.2001953125,5608.2001953125,5524.10009765625,5538.75,5538.75,0
2011-03-07,5490.0498046875,5491.25,5408.4501953125,5463.14990234375,5463.14990234375,0
2011-03-08,5466.10009765625,5530.5498046875,5464.75,5520.7998046875,5520.7998046875,0
2011-03-09,5542.39990234375,5563.2998046875,5477.4501953125,5531.0,5531.0,0
2011-03-10,5516.10009765625,5516.2998046875,5468.4501953125,5494.39990234375,5494.39990234375,0
2011-03-11,5456.14990234375,5502.7001953125,5411.5498046875,5445.4501953125,5445.4501953125,0
2011-03-14,5436.5,5537.2998046875,5434.25,5531.5,5531.5,0
2011-03-15,5420.0,5497.85009765625,5373.64990234375,5449.64990234375,5449.64990234375,0
2011-03-16,5475.9501953125,5535.10009765625,5475.9501953125,5511.14990234375,5511.14990234375,0
2011-03-17,5455.39990234375,5510.0498046875,5435.2998046875,5446.64990234375,5446.64990234375,0
2011-03-18,5475.35009765625,5483.0498046875,5366.39990234375,5373.7001953125,5373.7001953125,0
